id,num_orders
1450701,497.45
1224760,497.45
1363494,497.45
1324577,497.45
1491314,497.45
1158272,497.45
1412751,497.45
1112151,497.45
1219827,1612.0
1187185,1612.0
1257724,672.85
1138065,628.7
1331635,672.85
1089050,628.7
1209677,675.25
1178390,672.85
1232486,672.85
1165663,675.25
1115081,628.7
1294491,628.7
1040703,777.05
1012461,814.65
1431639,777.05
1121810,777.05
1054385,777.05
1106975,859.85
1094087,777.05
1140825,777.05
1340524,777.05
1133545,777.05
1259591,1308.1
1327142,1250.1
1249310,1349.25
1337116,1255.4
1426288,1349.25
1178106,1308.1
1112605,1250.1
1297011,1308.1
1015985,1308.1
1413327,1308.1
1173972,2029.15
1350644,2029.15
1103990,2008.95
1093038,2094.25
1435909,2029.15
1158632,2008.95
1044666,2029.15
1022214,1291.5
1109852,1291.5
1103251,1161.3
1113951,148.3
1075058,150.75
1395991,146.9
1060374,176.8
1344988,142.95
1379139,131.9
1216578,164.2
1347909,160.9
1124487,160.2
1314422,139.55
1026962,287.0
1019750,231.8
1052756,262.9
1199363,263.45
1268913,237.2
1301467,240.6
1203194,231.8
1182935,289.55
1163522,231.8
1072037,279.4
1398096,82.75
1094768,82.75
1458256,82.75
1469568,85.4
1042422,82.75
1281477,82.75
1427545,82.75
1398303,82.75
1297500,69.1
1184259,85.4
1359066,992.8
1328835,992.8
1375031,992.8
1180363,992.8
1079995,992.8
1468705,992.8
1041884,992.8
1161571,992.8
1049477,992.8
1363599,992.8
1138175,446.55
1165312,446.55
1419232,446.55
1093243,439.85
1146579,446.55
1250371,446.55
1441494,446.55
1146752,439.85
1427935,439.85
1012377,446.55
1264350,1501.55
1169852,1501.55
1392031,1103.9
1140763,1103.9
1359423,1103.9
1145373,1103.9
1381586,1103.9
1486989,1103.9
1061075,1103.9
1018684,1103.9
1165135,229.9
1365978,202.05
1425692,197.8
1352787,271.75
1106798,166.95
1151845,198.0
1446773,185.95
1000259,170.15
1361688,144.5
1339452,174.0
1296483,307.55
1265643,307.55
1243332,307.55
1017985,307.55
1002910,296.75
1214298,298.05
1265634,296.75
1490788,298.05
1054015,296.75
1394286,296.75
1020966,301.1
1210680,301.1
1007010,301.1
1426974,301.1
1167015,301.1
1208134,301.1
1088146,310.65
1384893,301.1
1295493,204.25
1237768,301.1
1134786,1545.7
1052017,1545.7
1209585,1574.7
1115016,1565.3
1101235,1565.3
1448019,1388.0
1315737,1565.3
1039269,1565.3
1436545,1565.3
1445418,1565.3
1001412,465.35
1389027,462.15
1406711,479.55
1070287,462.65
1084653,491.75
1137633,462.65
1233884,479.55
1315294,491.75
1282318,465.35
1206406,462.65
1245457,750.45
1324576,750.45
1054723,750.45
1240913,774.0
1403942,750.45
1004923,750.45
1429694,750.45
1029910,774.0
1228946,750.45
1119476,750.45
1306935,1968.95
1349929,1968.95
1391689,1968.95
1350008,1968.95
1017175,1968.95
1230601,1968.95
1353563,1968.95
1460117,1968.95
1366885,1968.95
1096075,1968.95
1117594,604.75
1486028,652.25
1135738,652.25
1222614,572.35
1406377,652.25
1244061,572.35
1003197,652.25
1289790,652.25
1036601,652.25
1050954,604.75
1492614,179.45
1468175,178.55
1127745,180.45
1356109,183.45
1288414,170.75
1186700,181.75
1088403,178.55
1133590,185.5
1155657,183.45
1348738,177.55
1497813,416.5
1094690,416.5
1152196,416.5
1003610,375.75
1479704,291.75
1068127,999.2
1222762,985.0
1324076,291.75
1473003,985.0
1343036,985.0
1255407,404.4
1338733,409.0
1482136,398.9
1147855,408.9
1311799,405.75
1306558,406.2
1494027,406.2
1265348,633.2
1083041,633.2
1003331,409.0
1123214,1552.1
1038791,1532.05
1134852,1575.45
1403461,1552.1
1002912,1532.05
1089089,1532.05
1082554,1384.25
1353572,1384.25
1015394,1173.35
1320654,1173.35
1108704,468.7
1349640,468.7
1233603,468.7
1240827,474.2
1054033,474.2
1398644,474.2
1303762,474.2
1272724,474.2
1423160,468.7
1055961,468.7
1481640,396.95
1031471,385.5
1241213,399.7
1055152,382.85
1075123,399.7
1365959,382.85
1195304,385.5
1211091,385.5
1373638,728.45
1091949,728.45
1485637,309.9
1214130,324.3
1277790,269.5
1014247,308.45
1415059,294.5
1107132,294.5
1011846,324.3
1036998,316.85
1006386,314.2
1412745,308.45
1375145,1175.35
1354719,1349.05
1416624,1016.1
1162670,1016.1
1473999,1175.35
1415730,1201.0
1070101,1201.0
1149110,1175.35
1268657,1201.0
1125034,1201.0
1233869,478.25
1478615,478.25
1081273,478.25
1452584,478.25
1082717,478.25
1009386,1201.05
1251805,1201.05
1390565,478.25
1301315,478.25
1033019,478.25
1127204,82.5
1454285,88.6
1230213,106.85
1216199,82.5
1338024,106.85
1316220,106.85
1261077,88.6
1499021,106.85
1384202,82.5
1327954,82.5
1139730,1039.85
1301842,1039.85
1251244,1039.85
1183358,1039.85
1059732,1039.85
1151274,1039.85
1072415,1039.85
1469941,1039.85
1288037,1039.85
1325139,1039.85
1101375,517.3
1398435,511.3
1353965,517.3
1183936,517.3
1311911,440.4
1062494,517.3
1410039,440.4
1187463,440.4
1082477,440.4
1345516,517.3
1022008,500.7
1438700,500.7
1314739,500.7
1316314,500.7
1050661,500.7
1317396,500.7
1179891,500.7
1035233,500.7
1011404,500.7
1306324,500.7
1473058,329.35
1463455,357.1
1248427,329.35
1173141,338.75
1471497,342.9
1455556,328.6
1305973,280.3
1456111,323.7
1311369,280.3
1084924,338.75
1075942,1951.05
1458788,1884.8
1108592,1951.05
1091948,1853.3
1028978,1951.05
1480899,1853.3
1043364,2076.85
1390783,2076.85
1083460,2076.85
1113545,1852.35
1175098,655.75
1107789,376.35
1472551,590.3
1434395,590.3
1204957,590.3
1066271,388.55
1201647,388.55
1207963,388.55
1224651,384.5
1102821,388.55
1413179,700.55
1064720,700.55
1333985,779.5
1485965,700.55
1045179,689.1
1034980,700.55
1055582,1122.45
1444798,779.5
1059223,700.55
1047097,700.55
1121896,262.6
1093815,223.35
1171798,307.1
1110818,239.5
1368837,201.45
1016415,195.8
1300798,210.65
1093179,205.95
1305192,239.5
1095872,273.35
1000264,174.65
1253533,158.5
1109365,172.0
1492072,212.25
1369989,203.45
1233753,172.0
1113550,218.75
1119683,232.6
1351878,158.5
1143262,158.35
1058344,394.75
1414470,394.75
1252992,386.55
1115685,548.65
1421486,291.15
1320342,376.7
1021911,291.15
1251776,291.15
1165288,130.2
1113019,127.0
1116213,130.2
1044947,130.2
1402049,135.0
1073679,111.45
1088866,135.0
1194180,114.7
1474476,135.0
1049402,127.0
1416839,331.45
1218844,319.3
1170492,319.3
1091303,319.3
1367373,321.4
1241826,319.3
1023270,319.3
1495450,321.4
1383578,331.45
1482218,331.45
1414458,233.6
1306516,216.65
1180610,216.65
1323085,233.6
1212285,233.6
1039279,216.65
1395825,216.65
1386899,496.3
1216036,216.65
1225001,216.65
1196661,325.7
1496261,325.7
1194929,308.9
1209119,308.9
1397954,311.5
1433003,308.9
1306725,325.7
1355897,308.9
1064394,311.5
1299518,308.9
1401228,162.5
1495883,210.75
1186113,197.45
1452283,165.2
1478258,248.5
1197751,238.0
1124970,197.45
1131633,209.35
1414498,206.3
1453888,174.6
1158313,488.65
1100676,488.65
1158135,488.65
1171800,488.65
1026264,461.0
1321385,464.4
1050460,464.4
1146215,461.0
1419175,488.65
1372396,471.95
1432207,236.75
1394210,108.7
1443225,211.7
1342526,105.25
1449114,108.7
1123390,129.4
1247236,236.75
1261392,216.05
1489922,215.75
1401658,216.05
1125250,778.3
1037647,910.7
1138222,778.3
1266103,910.7
1003947,778.3
1348210,910.7
1145349,778.3
1373036,906.7
1309199,778.3
1171211,910.7
1402145,422.6
1475657,479.45
1467695,505.05
1147970,422.6
1378850,666.2
1121390,666.2
1237926,666.2
1492615,678.4
1006586,383.0
1000914,383.0
1405281,632.9
1140630,677.55
1179175,653.95
1328240,622.5
1148498,733.65
1444150,733.65
1184976,670.9
1455643,670.9
1054872,728.2
1465520,677.55
1235991,258.55
1357362,231.9
1224648,237.7
1042687,286.2
1435100,231.75
1386731,253.75
1030695,235.95
1254045,253.75
1392602,231.9
1443272,252.75
1147078,50.7
1065907,49.4
1354825,49.4
1177980,72.45
1201164,50.7
1003099,50.7
1002495,50.1
1365578,49.4
1419626,49.4
1195370,49.4
1207458,259.85
1408017,252.25
1090667,252.25
1397788,249.75
1227739,249.75
1362484,244.2
1097531,249.75
1082537,249.75
1484097,244.2
1325444,244.2
1276142,239.55
1333143,342.75
1487777,329.35
1395108,342.7
1042584,329.35
1274476,329.35
1055703,339.9
1247424,342.7
1302516,338.9
1171030,302.95
1266519,803.1
1137275,1053.6
1266254,1053.6
1125205,1053.6
1282243,803.1
1265496,1053.6
1269069,1053.6
1421700,1053.6
1095834,1053.6
1175473,1053.6
1299709,142.7
1454164,101.5
1068339,97.3
1131994,142.7
1452032,141.0
1268214,98.0
1261241,141.0
1209168,141.0
1106716,106.8
1104690,101.5
1117544,347.3
1417850,347.3
1211259,347.3
1431972,347.3
1475506,347.3
1409045,343.25
1410758,347.3
1368841,347.3
1409653,347.3
1251129,347.3
1199822,348.05
1306963,321.05
1352289,348.05
1487534,348.05
1043614,348.05
1388656,348.05
1464836,348.05
1072381,348.05
1388909,323.15
1280894,321.05
1356370,59.5
1245069,77.4
1295639,59.5
1305904,62.35
1292177,62.35
1317384,62.2
1121211,62.3
1021640,62.3
1210569,77.4
1442046,86.8
1131692,566.05
1325899,566.05
1035806,541.8
1192752,566.05
1154621,566.05
1105567,538.4
1351561,541.8
1284314,538.4
1119425,538.4
1071315,538.4
1053700,269.5
1196897,269.5
1100864,269.5
1095250,269.5
1314012,269.5
1177213,269.5
1312239,269.5
1371943,269.5
1269951,276.3
1124463,269.5
1171380,766.35
1257945,766.35
1164850,747.95
1317829,766.35
1494403,766.35
1372964,747.95
1028254,766.35
1394819,741.65
1239193,747.95
1466747,766.35
1460540,215.45
1109530,185.1
1140660,215.45
1015607,215.45
1039868,203.1
1179336,208.55
1156949,203.1
1416864,196.85
1229607,185.1
1488828,185.1
1243030,323.65
1342622,403.95
1474891,322.25
1107378,564.9
1120819,457.25
1195282,318.8
1335120,604.35
1377332,318.8
1318602,663.65
1106208,323.65
1496726,213.8
1040688,213.8
1359566,213.8
1322847,213.8
1419205,219.95
1376392,213.8
1471555,213.8
1157631,213.8
1446675,213.8
1171196,219.95
1353589,335.6
1083761,335.6
1017978,335.6
1204607,335.6
1179263,321.0
1287664,335.6
1101142,335.6
1259598,335.6
1403541,335.6
1101243,335.6
1235681,299.6
1473044,266.6
1165704,266.6
1327609,299.6
1382591,414.35
1258870,328.45
1340640,328.45
1165396,328.45
1460743,331.75
1210591,396.7
1428233,262.25
1094909,249.55
1332634,249.55
1226462,249.55
1022245,249.55
1082397,250.9
1136816,262.25
1478736,250.9
1468754,249.55
1392549,249.55
1268353,201.4
1295313,201.4
1086365,225.8
1072664,201.4
1271325,225.8
1468915,201.4
1396555,201.4
1082289,201.4
1471863,201.4
1288038,201.4
1009685,132.0
1103790,140.8
1081466,183.9
1067689,156.75
1320892,140.75
1425915,109.6
1265570,132.05
1117394,136.05
1131780,156.75
1242389,183.9
1214618,237.6
1364865,282.75
1133180,246.35
1008164,246.35
1166614,246.35
1204365,308.75
1426744,255.65
1145434,246.35
1302570,180.55
1158968,246.35
1104767,386.3
1331057,384.35
1203291,386.3
1325692,352.45
1200019,297.65
1101366,380.0
1410252,383.8
1412366,352.45
1491157,377.75
1445037,180.95
1332387,165.05
1146755,180.95
1125510,197.7
1468793,180.95
1474894,197.7
1246237,188.95
1468989,180.95
1264726,165.05
1023588,197.7
1119975,232.95
1296989,248.45
1256467,258.6
1478418,252.4
1141172,266.4
1237197,359.9
1215871,245.0
1015109,257.2
1173440,248.35
1115717,266.4
1112711,438.0
1374089,438.0
1118795,438.0
1140639,438.0
1083175,438.0
1492620,438.0
1175595,438.0
1381389,438.0
1252196,438.0
1125403,438.0
1353415,570.45
1460235,769.95
1445553,769.95
1447369,769.95
1028990,769.95
1184922,559.6
1153898,769.95
1198610,769.95
1079437,570.45
1472394,570.45
1448306,313.0
1419811,313.0
1265062,313.0
1425904,293.45
1125938,313.0
1202900,276.95
1095568,304.25
1300715,275.6
1376035,313.0
1247963,304.25
1242874,205.75
1077197,205.75
1127975,209.05
1230110,209.05
1166412,209.05
1066808,209.05
1470409,209.05
1342442,209.05
1139563,205.75
1003833,209.05
1119729,292.1
1178379,266.4
1168706,271.35
1171672,270.0
1432899,292.1
1268541,270.0
1006145,267.9
1441960,292.1
1183895,1551.05
1460906,1551.05
1466648,186.55
1217089,179.0
1275462,186.55
1461365,186.55
1159522,179.0
1442492,179.0
1426884,186.55
1223006,186.55
1257596,220.9
1313402,186.55
1009276,369.15
1355967,344.35
1439212,375.25
1145363,344.35
1001921,369.15
1159863,344.35
1347974,375.25
1012491,344.35
1373298,344.35
1355523,344.35
1167271,644.5
1393728,890.75
1109152,674.2
1366322,644.5
1101391,644.5
1478799,733.65
1215120,674.2
1428408,733.65
1100774,644.5
1495413,644.5
1026093,677.4
1185453,1255.55
1315380,1255.55
1413823,1329.0
1010266,1255.55
1091121,1255.55
1126295,1255.55
1322521,677.4
1345620,1329.0
1273456,852.4
1095435,160.2
1323949,173.35
1395799,168.3
1145737,167.1
1238384,184.05
1042036,173.35
1351219,163.25
1085203,132.25
1371386,208.9
1219723,170.1
1003254,236.4
1467189,236.4
1391034,229.7
1402736,229.7
1359141,206.3
1385854,186.15
1364965,198.85
1323652,196.1
1488422,292.2
1426492,229.7
1494166,65.5
1425078,65.5
1280912,66.85
1101451,53.95
1102535,66.85
1192441,53.95
1095607,65.5
1367089,66.85
1159398,66.85
1234591,70.1
1191706,367.55
1131459,445.4
1336230,373.55
1425283,445.4
1320850,373.55
1057220,445.4
1490464,367.55
1245748,367.55
1433608,373.55
1027214,367.55
1105308,107.0
1107240,107.0
1387470,107.0
1184143,107.0
1072620,107.0
1460051,116.4
1111278,107.0
1442651,107.0
1409134,107.0
1051968,107.0
1121765,381.5
1154015,381.5
1193249,567.85
1025216,567.85
1487129,567.85
1132636,567.85
1011414,567.85
1368489,567.85
1369233,567.85
1458746,377.4
1280129,147.95
1114886,167.6
1163765,185.1
1406367,185.1
1142814,256.9
1294699,189.25
1379642,167.6
1244589,182.9
1100387,183.0
1323102,140.05
1159992,273.5
1349938,273.5
1440017,273.5
1021112,273.5
1087316,264.75
1382875,273.5
1223460,265.4
1140043,273.5
1358812,264.75
1384056,262.7
1470747,192.2
1410454,181.2
1329627,181.2
1053569,181.2
1098179,180.7
1489281,177.1
1230739,181.2
1117763,193.8
1016076,181.2
1020937,181.2
1008071,372.7
1351714,372.7
1278748,372.7
1033118,372.7
1432496,372.7
1231141,394.3
1026727,362.5
1077204,394.3
1438728,362.5
1424161,394.3
1495114,277.35
1438706,276.6
1352093,296.3
1422053,296.3
1332317,299.05
1178329,299.05
1467909,299.05
1347977,277.35
1445235,276.6
1365395,296.3
1467164,400.05
1164908,376.5
1182446,400.05
1393856,400.05
1161200,443.95
1242357,376.5
1344145,400.05
1430031,400.05
1193698,376.5
1449017,376.5
1399041,786.65
1185779,786.65
1055011,786.65
1080864,770.45
1247741,786.65
1041516,786.65
1157213,786.65
1168450,786.65
1392666,770.45
1024666,786.65
1246456,581.7
1213389,678.0
1011038,628.6
1403857,581.7
1377782,646.25
1354740,581.7
1195560,581.7
1000845,668.9
1188391,689.5
1310969,678.0
1203473,269.3
1052376,224.9
1275300,224.9
1168517,215.5
1164780,274.95
1412431,274.95
1215826,265.75
1198539,220.55
1281207,221.05
1400789,225.75
1008981,343.05
1480916,834.4
1174520,820.2
1408456,820.2
1103391,834.4
1108102,834.4
1108547,820.2
1238197,349.0
1043675,820.2
1268656,820.2
1462608,335.85
1418346,320.5
1491979,349.05
1407308,470.8
1010422,470.8
1108134,354.65
1224076,316.5
1140817,470.8
1025411,354.65
1403656,320.5
1161630,953.25
1021993,953.25
1179517,953.25
1332254,938.5
1319159,953.25
1356974,951.15
1290939,609.9
1401750,605.85
1064767,797.3
1070383,797.3
1029294,310.1
1013001,310.1
1081183,312.85
1485036,341.8
1256807,312.85
1203716,347.95
1414123,312.85
1250749,312.85
1434042,341.8
1048122,341.8
1317164,127.6
1404058,113.4
1099698,107.3
1225205,127.6
1120109,113.4
1317198,127.6
1485133,127.6
1011810,136.45
1212950,518.9
1022775,518.9
1039889,349.3
1347952,349.3
1129722,371.3
1023285,349.3
1330789,296.35
1334275,296.35
1183235,304.65
1278095,296.35
1161492,288.95
1189870,349.3
1232446,652.1
1381352,920.25
1168965,652.1
1300191,652.1
1391636,722.95
1475935,652.1
1413562,652.1
1129712,652.1
1181753,722.95
1094992,652.1
1466568,297.65
1429643,297.65
1301120,297.65
1377778,297.65
1271409,297.65
1168372,297.65
1469059,297.65
1067430,297.65
1155421,297.65
1136593,297.65
1212707,125.55
1313597,101.25
1412241,101.25
1115056,361.65
1292390,359.7
1166952,359.7
1384513,361.65
1093599,359.7
1367894,359.7
1119869,359.7
1070129,359.7
1394194,359.7
1002435,359.7
1400016,441.3
1371135,445.25
1386866,441.3
1263387,441.3
1316202,441.3
1238695,441.3
1269164,441.3
1212464,441.3
1458850,441.3
1164926,441.3
1138248,375.1
1490626,375.1
1281487,361.85
1082441,296.85
1482938,296.85
1184923,375.1
1326973,375.1
1192047,296.85
1267180,296.85
1246324,388.2
1186964,100.15
1202630,98.05
1269934,98.05
1339581,97.4
1436109,98.05
1101500,115.0
1023599,100.15
1442172,104.85
1157371,115.0
1109804,675.65
1054832,675.65
1352123,675.65
1423856,675.65
1435666,675.65
1354480,675.65
1246275,675.65
1336436,675.65
1432832,675.65
1165254,675.65
1066074,228.3
1040567,235.2
1033848,228.3
1060668,223.15
1364029,235.2
1062630,235.2
1094506,223.15
1358659,228.3
1465329,223.15
1440816,235.2
1379869,526.15
1364543,526.7
1209429,526.7
1336922,530.95
1184984,530.2
1033802,505.5
1102254,526.15
1069100,526.15
1251110,530.95
1422931,530.2
1004866,110.85
1174471,156.2
1499724,159.8
1303018,125.8
1484881,142.4
1336482,134.8
1263568,92.75
1014154,97.45
1145983,102.35
1329014,159.8
1016463,45.95
1014561,72.75
1023254,55.65
1261641,83.75
1242929,38.85
1066835,83.75
1084108,55.65
1273171,59.6
1310686,64.75
1429564,83.95
1417277,203.95
1206235,197.35
1105979,222.0
1299770,200.1
1472997,197.35
1247176,219.6
1035903,221.9
1016929,222.0
1100790,215.2
1479035,197.35
1081099,51.4
1242607,51.4
1495219,51.4
1401482,56.2
1318810,56.3
1400541,51.4
1024895,56.3
1046431,51.4
1068378,56.2
1431933,51.4
1172788,114.55
1393553,74.7
1035358,74.7
1299647,114.55
1272919,114.55
1334372,74.7
1159056,114.55
1302378,114.55
1190534,74.7
1011587,114.55
1105486,328.4
1495174,372.4
1004376,354.2
1320784,328.4
1489187,354.8
1318303,328.4
1481749,328.4
1216902,372.4
1184723,362.15
1226502,328.4
1072688,139.05
1082037,132.9
1248088,272.1
1240215,272.1
1140940,272.1
1372767,141.1
1319511,163.5
1163430,272.1
1024275,163.5
1176115,141.1
1493372,93.85
1015693,87.85
1397319,134.9
1361853,252.5
1037616,252.5
1069003,92.05
1429561,87.85
1379641,79.75
1380619,80.7
1305515,80.7
1326014,234.5
1363993,218.25
1065978,227.8
1124674,235.25
1031580,227.8
1076145,235.25
1062552,234.5
1043014,235.25
1219837,235.25
1496028,234.5
1067574,64.0
1025091,64.0
1153270,74.95
1394193,59.7
1142889,64.0
1158789,58.65
1287972,65.2
1206482,68.15
1212175,64.0
1016096,63.35
1049986,641.75
1058080,670.8
1385476,641.75
1197433,641.75
1157667,670.8
1462354,670.8
1447886,641.75
1414248,670.8
1071904,670.8
1233401,648.15
1205618,404.7
1156440,404.7
